date,project,inoculation,number,seedling_id,height_cm,branching_cm,diameter_mm,chlorosis,notes
07/02/2024,DFC,S,213,DFCS213,3.2,0,1.17,2,
07/02/2024,DFC,S,219,DFCS219,2.6,0,1.19,2,
07/02/2024,DFC,S,218,DFCS218,3.3,0,0.96,2,
07/02/2024,DFC,S,209,DFCS209,2.6,0,1.05,2,
08/01/2024,DFC,R,112,DFCR112,2.3,0,1.21,4,
08/01/2024,DFC,R,176,DFCR176,2.6,0,1.31,2,
08/01/2024,DFC,R,184,DFCR184,3.6,0,1.33,4,
08/01/2024,DFC,R,123,DFCR123,2.4,0,1.05,5,
08/01/2024,DFC,R,102,DFCR102,3.5,0,1.45,4,
08/01/2024,DFC,R,174,DFCR174,3.7,0,1.22,3,
08/01/2024,DFC,R,178,DFCR178,2.5,0,1.28,4,
08/01/2024,DFC,R,104,DFCR104,2.7,0,1.34,4,
08/01/2024,DFC,R,114,DFCR114,2.9,0,0.81,1,
08/01/2024,DFC,R,180,DFCR180,4.1,0,1.31,5,
08/01/2024,DFC,R,140,DFCR140,3.1,0.3,1.4,4,
08/01/2024,DFC,R,103,DFCR103,3.1,0,1.28,5,
08/01/2024,DFC,R,177,DFCR177,2.9,0,1.16,5,
08/01/2024,DFC,R,118,DFCR118,1.9,0,1.14,4,
08/01/2024,DFC,R,113,DFCR113,3.1,0,1.36,2,
08/01/2024,DFC,R,171,DFCR171,2.7,0,1.33,5,
08/01/2024,DFC,R,148,DFCR148,2.4,0.3,1.17,5,
08/01/2024,DFC,R,139,DFCR139,2.9,0,0.97,5,
08/01/2024,DFC,R,170,DFCR170,2.4,0,1.02,2,
08/01/2024,DFC,R,111,DFCR111,2.8,0,1.29,4,
08/01/2024,DFC,R,108,DFCR108,2.4,0,1.16,3,
08/01/2024,DFC,R,105,DFCR105,2.6,0.3,1.13,4,
08/01/2024,DFC,R,191,DFCR191,2.6,0,1.14,2,
08/01/2024,DFC,R,185,DFCR185,1.8,0,1.1,4,
08/01/2024,DFC,R,164,DFCR164,3.4,0.3,1.65,5,
08/01/2024,DFC,R,107,DFCR107,2.5,0,1.31,4,
08/01/2024,DFC,R,175,DFCR175,3.8,0.4,1.51,5,
08/01/2024,DFC,R,181,DFCR181,2.5,0,1.4,5,
08/01/2024,DFC,R,168,DFCR168,2.9,0,1.29,4,
08/01/2024,DFC,R,192,DFCR192,2.3,0,1.02,3,
08/01/2024,DFC,R,129,DFCR129,2.5,0.6,1.38,5,
08/01/2024,DFC,R,173,DFCR173,2.9,0.4,1.18,5,
08/01/2024,DFC,R,169,DFCR169,2.8,0,1.1,2,
08/01/2024,DFC,R,125,DFCR125,3.1,0,1.31,5,
08/01/2024,DFC,R,120,DFCR120,2.7,0,1.17,2,
08/01/2024,DFC,R,150,DFCR150,2.9,0,1.21,5,
08/01/2024,DFC,R,160,DFCR160,2.9,0.9,1.22,4,
08/01/2024,DFC,R,131,DFCR131,2.8,0.6,1.56,5,
08/01/2024,DFC,R,110,DFCR110,2.5,0,1.04,5,
08/01/2024,DFC,R,136,DFCR136,2.8,0,1.44,5,
08/01/2024,DFC,R,126,DFCR126,3.4,0,1.36,5,
08/01/2024,DFC,R,128,DFCR128,2.8,0,0.92,1,
08/01/2024,DFC,R,153,DFCR153,3.2,0,1.44,4,
08/01/2024,DFC,R,188,DFCR188,2.6,0,1.02,2,
08/01/2024,DFC,R,133,DFCR133,3,0.3,1.22,4,
08/01/2024,DFC,R,152,DFCR152,2.5,0.3,1.15,4,
08/01/2024,DFC,R,132,DFCR132,3,0,1.1,2,
08/01/2024,DFC,R,161,DFCR161,2.1,0,1.34,4,
08/01/2024,DFC,R,158,DFCR158,2.9,0.4,1.3,5,
08/01/2024,DFC,R,167,DFCR167,2,0,1.21,3,
08/01/2024,DFC,R,134,DFCR134,2.4,0,1.35,2,
08/01/2024,DFC,R,195,DFCR195,2.8,0,1.18,5,
08/01/2024,DFC,R,166,DFCR166,3.1,0,1.22,3,
08/01/2024,DFC,R,115,DFCR115,2.4,0,1,4,
08/01/2024,DFC,R,159,DFCR159,2.9,0,1.25,5,
08/01/2024,DFC,U,204,DFCU204,3,0,1.2,2,
08/01/2024,DFC,U,202,DFCU202,3.4,0,1.17,2,
08/01/2024,DFC,U,201,DFCU201,2.8,0,1.21,2,
08/01/2024,DFC,U,203,DFCU203,3.4,0,1.16,1,
08/01/2024,DFC,S,209,DFCS209,2.8,0,1.51,1,
08/01/2024,DFC,S,219,DFCS219,2.6,0,1.11,2,
08/01/2024,DFC,S,218,DFCS218,3.1,0,1.12,1,
08/01/2024,DFC,S,213,DFCS213,3.7,0,1.2,1,
08/29/2024,DFC,S,209,DFCS209,2.5,0,1.27,2,
08/29/2024,DFC,S,219,DFCS219,2.3,0,1.12,2,
08/29/2024,DFC,S,218,DFCS218,3.2,0,1.05,2,
08/29/2024,DFC,S,213,DFCS213,3.4,0,1.16,2,
08/29/2024,DFC,U,203,DFCU203,3.1,0,1.26,2,
08/29/2024,DFC,U,202,DFCU202,2.8,0,1.14,2,
08/29/2024,DFC,U,201,DFCU201,2.5,0,1.22,2,
08/29/2024,DFC,U,204,DFCU204,2.7,0,1.19,2,
08/29/2024,DFC,R,112,DFCR112,2.9,0,1.14,4,
08/29/2024,DFC,R,176,DFCR176,2.3,0,1.29,2,
08/29/2024,DFC,R,184,DFCR184,3.4,0,1.31,5,
08/29/2024,DFC,R,123,DFCR123,1.7,0,1,5,
08/29/2024,DFC,R,178,DFCR178,2.2,0.3,1.36,5,
08/29/2024,DFC,R,174,DFCR174,3.3,0,1.07,5,
08/29/2024,DFC,R,175,DFCR175,3.5,0,1.45,5,
08/29/2024,DFC,R,104,DFCR104,2.5,0,1.13,4,
08/29/2024,DFC,R,114,DFCR114,2.5,0,0.74,2,
08/29/2024,DFC,R,180,DFCR180,4,0,1.14,5,
08/29/2024,DFC,R,140,DFCR140,3.1,0.7,1.12,5,
08/29/2024,DFC,R,118,DFCR118,1.7,0,1.12,4,
08/29/2024,DFC,R,177,DFCR177,2.6,0,1.14,5,
08/29/2024,DFC,R,103,DFCR103,2.7,0,1.58,4,
08/29/2024,DFC,R,113,DFCR113,3.1,0,1.26,2,
08/29/2024,DFC,R,171,DFCR171,2.8,0,1.43,5,
08/29/2024,DFC,R,148,DFCR148,2.3,0.6,1.26,5,
08/29/2024,DFC,R,181,DFCR181,2,0,1.3,5,
08/29/2024,DFC,R,108,DFCR108,1.9,0,1.14,3,
08/29/2024,DFC,R,111,DFCR111,2.7,0,1.29,4,
08/29/2024,DFC,R,170,DFCR170,2.2,0,0.98,2,
08/29/2024,DFC,R,105,DFCR105,2.7,0.2,1.02,5,
08/29/2024,DFC,R,166,DFCR166,2.7,0,1.36,3,
08/29/2024,DFC,R,185,DFCR185,2.6,0,1.05,5,
08/29/2024,DFC,R,164,DFCR164,2.9,0.3,1.43,5,
08/29/2024,DFC,R,115,DFCR115,2.7,0,0.889,5,
08/29/2024,DFC,R,168,DFCR168,2.4,0,1.27,4,
08/29/2024,DFC,R,192,DFCR192,2.2,0,0.95,3,
08/29/2024,DFC,R,129,DFCR129,2.6,0.4,1.27,5,
08/29/2024,DFC,R,120,DFCR120,2.7,0,1.14,2,
08/29/2024,DFC,R,125,DFCR125,3.1,0.4,1.17,5,
08/29/2024,DFC,R,169,DFCR169,2.6,0,1.01,2,
08/29/2024,DFC,R,173,DFCR173,3,0.2,1.08,5,
08/29/2024,DFC,R,150,DFCR150,2.4,0,1.28,5,
08/29/2024,DFC,R,160,DFCR160,3.1,0.7,1.07,5,
08/29/2024,DFC,R,131,DFCR131,2.8,0.4,1.38,5,
08/29/2024,DFC,R,128,DFCR128,2.7,0,0.92,2,
08/29/2024,DFC,R,126,DFCR126,3.2,0,1.35,5,
08/29/2024,DFC,R,136,DFCR136,2.1,0,1.46,5,
08/29/2024,DFC,R,110,DFCR110,2.5,0,0.91,5,
08/29/2024,DFC,R,153,DFCR153,2.5,0,1.33,4,
08/29/2024,DFC,R,188,DFCR188,2.3,0,0.96,2,
08/29/2024,DFC,R,133,DFCR133,2.5,0.2,1.03,5,
08/29/2024,DFC,R,158,DFCR158,2.9,0.5,1.15,5,
08/29/2024,DFC,R,159,DFCR159,3.6,0.4,1.15,5,
08/29/2024,DFC,R,132,DFCR132,2.5,0,0.97,2,
08/29/2024,DFC,R,152,DFCR152,2.3,0.3,1.07,5,
08/29/2024,DFC,R,167,DFCR167,1.9,0,1.1,4,
08/29/2024,DFC,R,134,DFCR134,2.2,0,1.15,2,
08/29/2024,DFC,R,195,DFCR195,2.6,0,1.15,5,
